"","Date","WL","PF","Opponent","PA","Location","Notes","Year","Team","offName","Home","Week"
"1905",2014-11-01,"L",28,"Alabama-Birmingham",31,"Fort Lauderdale, FL","",2014,"Florida Atlantic","Florida Atlantic University",1,10
"1906",2014-11-01,"L",17,"Rice (TX)",31,"Miami, FL","",2014,"Florida International","Florida International University",1,10
"1907",2014-11-01,"W",59,"Western Kentucky",10,"Ruston, LA","",2014,"Louisiana Tech","Louisiana Tech University",1,10
"1908",2014-11-01,"L",7,"Brigham Young (UT)",27,"Murfreesboro, TN","",2014,"Middle Tennessee St.","Middle Tennessee State University",1,10
"1909",2014-11-01,"L",28,"Vanderbilt (TN)",42,"Old Dominion (VA)","",2014,"Old Dominion (VA)","Old Dominion University",0,10
"1910",2014-11-01,"W",31,"Florida International",17,"Houston, TX","",2014,"Rice (TX)","Rice University",0,10
"1911",2014-11-01,"L",14,"Texas-El Paso",35,"Hattiesburg, MS","",2014,"Southern Mississippi","University of Southern Mississippi",0,10
"1912",2014-11-01,"W",31,"Florida Atlantic",28,"Birmingham, AL","",2014,"Alabama-Birmingham","The University of Alabama at Birmingham",0,10
"1913",2014-11-01,"W",35,"Southern Mississippi",14,"El Paso, TX","",2014,"Texas-El Paso","University of Texas-El Paso",1,10
"1914",2014-11-01,"L",10,"Louisiana Tech",59,"Bowling Green, KY","",2014,"Western Kentucky","Western Kentucky University",0,10
"1915",2014-11-01,"L",6,"Air Force (CO)",23,"West Point, NY","",2014,"Army (NY)","United States Military Academy",1,10
"1916",2014-11-01,"W",27,"Middle Tennessee St.",7,"Provo, UT","",2014,"Brigham Young (UT)","Brigham Young University",0,10
"1917",2014-11-01,"L",39,"Notre Dame (IN)",49,"Annapolis, MD","",2014,"Navy (MD)","United States Naval Academy",1,10
"1918",2014-11-01,"W",49,"Navy (MD)",39,"South Bend, IN","",2014,"Notre Dame (IN)","University of Notre Dame",0,10
"1919",2014-11-01,"W",38,"Eastern Michigan",7,"Mount Pleasant, MI","",2014,"Central Michigan","Central Michigan University",0,10
"1920",2014-11-01,"L",7,"Central Michigan",38,"Ypsilanti, MI","",2014,"Eastern Michigan","Eastern Michigan University",1,10
"1921",2014-11-01,"L",10,"Western Michigan",41,"Oxford, OH","",2014,"Miami (OH)","Miami University: Oxford Campus",1,10
"1922",2014-11-01,"W",41,"Miami (OH)",10,"Kalamazoo, MI","",2014,"Western Michigan","Western Michigan University",0,10
"1923",2014-11-01,"W",23,"Army (NY)",6,"Air Force Academy, CO","",2014,"Air Force (CO)","United States Air Force Academy",0,10
"1924",2014-11-01,"W",38,"San Jose St. (CA)",31,"Fort Collins, CO","",2014,"Colorado St.","Colorado State University",0,10
"1925",2014-11-01,"L",17,"Wyoming",45,"Fresno, CA","",2014,"Fresno St. (CA)","California State University: Fresno",1,10
"1926",2014-11-01,"L",14,"Utah St.",35,"Honolulu, HI","",2014,"Hawaii","University of Hawaii at Manoa",1,10
"1927",2014-11-01,"W",30,"San Diego St. (CA)",14,"Reno, NV","",2014,"Nevada","University of Nevada: Reno",1,10
"1928",2014-11-01,"W",31,"Nevada-Las Vegas",28,"Albuquerque, NM","",2014,"New Mexico","University of New Mexico",0,10
"1929",2014-11-01,"L",14,"Nevada",30,"San Diego, CA","",2014,"San Diego St. (CA)","San Diego State University",0,10
"1930",2014-11-01,"L",31,"Colorado St.",38,NA,"",2014,NA,NA,1,10
"1931",2014-11-01,"L",28,"New Mexico",31,"Las Vegas, NV","",2014,"Nevada-Las Vegas","University of Nevada: Las Vegas",1,10
"1932",2014-11-01,"W",35,"Hawaii",14,"Logan, UT","",2014,"Utah St.","Utah State University",0,10
"1933",2014-11-01,"W",45,"Fresno St. (CA)",17,"Laramie, WY","",2014,"Wyoming","University of Wyoming",0,10
"1934",2014-11-01,"L",7,"UCLA",17,"Tucson, AZ","",2014,"Arizona","University of Arizona",0,10
"1935",2014-11-01,"W",19,"Utah",16,"Tempe, AZ","",2014,"Arizona St.","Arizona State University",1,10
"1936",2014-11-01,"W",45,"Oregon St.",31,"Berkeley, CA","",2014,"California","University of California: Berkeley",0,10
"1937",2014-11-01,"L",23,"Washington",38,"Boulder, CO","",2014,"Colorado","University of Colorado at Boulder",1,10
"1938",2014-11-01,"W",45,"Stanford (CA)",16,"Eugene, OR","",2014,"Oregon","University of Oregon",1,10
"1939",2014-11-01,"L",31,"California",45,"Corvallis, OR","",2014,"Oregon St.","Oregon State University",1,10
"1940",2014-11-01,"L",16,"Oregon",45,"Stanford, CA","",2014,"Stanford (CA)","Stanford University",0,10
"1941",2014-11-01,"W",17,"Arizona",7,"Pasadena, CA","",2014,"UCLA","University of California: Los Angeles",1,10
"1942",2014-11-01,"W",44,"Washington St.",17,"Los Angeles, CA","",2014,"Southern California","University of Southern California",0,10
"1943",2014-11-01,"L",16,"Arizona St.",19,"Salt Lake City, UT","",2014,"Utah","University of Utah",0,10
"1944",2014-11-01,"W",38,"Colorado",23,"Seattle, WA","",2014,"Washington","University of Washington",0,10
"1945",2014-11-01,"L",17,"Southern California",44,"Pullman, WA","",2014,"Washington St.","Washington State University",1,10
"1946",2014-11-01,"L",10,"Mississippi St.",17,"Fayetteville, AR","",2014,"Arkansas","University of Arkansas",0,10
"1947",2014-11-01,"W",35,"Mississippi",31,"Auburn, AL","",2014,"Auburn (AL)","Auburn University",0,10
"1948",2014-11-01,"W",38,"Georgia",20,"Gainesville, FL","",2014,"Florida","University of Florida",1,10
"1949",2014-11-01,"L",20,"Florida",38,"Athens, GA","",2014,"Georgia","University of Georgia",1,10
"1950",2014-11-01,"L",10,"Missouri",20,"Lexington, KY","",2014,"Kentucky","University of Kentucky",0,10
"1951",2014-11-01,"W",17,"Arkansas",10,"Starkville, MS","",2014,"Mississippi St.","Mississippi State University",1,10
"1952",2014-11-01,"W",20,"Kentucky",10,"Columbia, MO","",2014,"Missouri","University of Missouri: Columbia",1,10
"1953",2014-11-01,"L",31,"Auburn (AL)",35,"Oxford, MS","",2014,"Mississippi","University of Mississippi",1,10
"1954",2014-11-01,"L",42,"Tennessee",45,"Columbia, SC","",2014,"South Carolina","University of South Carolina-Columbia",1,10
"1955",2014-11-01,"W",45,"South Carolina",42,"Knoxville, TN","",2014,"Tennessee","University of Tennessee: Knoxville",0,10
"1956",2014-11-01,"W",21,"Louisiana-Monroe",16,"College Station, TX","",2014,"Texas A&M","Texas A&M University",1,10
"1957",2014-11-01,"W",42,"Old Dominion (VA)",28,"Nashville, TN","",2014,"Vanderbilt (TN)","Vanderbilt University",1,10
"1958",2014-11-01,"W",44,"Georgia St.",0,"Boone, NC","",2014,"Appalachian State (NC)","Appalachian State University",1,10
"1959",2014-11-01,"W",44,"Idaho",28,"Jonesboro, AR","",2014,"Arkansas St.","Arkansas State University",0,10
"1960",2014-11-01,"L",0,"Appalachian State (NC)",44,"Atlanta, GA","",2014,"Georgia St.","Georgia State University",0,10
"1961",2014-11-01,"L",28,"Arkansas St.",44,"Moscow, ID","",2014,"Idaho","University of Idaho",1,10
"1962",2014-11-01,"W",19,"South Alabama",9,"Lafayette, LA","",2014,"Louisiana-Lafayette","University of Louisiana at Lafayette",1,10
"1963",2014-11-01,"L",16,"Texas A&M",21,"Monroe, LA","",2014,"Louisiana-Monroe","University of Louisiana at Monroe",0,10
"1964",2014-11-01,"L",29,"Texas St.",37,"Las Cruces, NM","",2014,"New Mexico St.","New Mexico State University",1,10
"1965",2014-11-01,"L",9,"Louisiana-Lafayette",19,"Mobile, AL","",2014,"South Alabama","University of South Alabama",0,10
"1966",2014-11-01,"W",37,"New Mexico St.",29,"San Marcos, TX","",2014,"Texas St.","Texas State University-San Marcos",0,10
"1967",2014-11-01,"W",35,"Montana St.",27,"San Luis Obispo, CA","",2014,"Cal Poly-San Luis Obispo","California Polytechnic State University: San Luis Obispo",1,10
"1968",2014-11-01,"W",54,"North Dakota",3,"Cheney, WA","",2014,"Eastern Washington","Eastern Washington University",1,10
"1969",2014-11-01,"W",31,"Portland St. (OR)",13,"Pocatello, ID","",2014,"Idaho St.","Idaho State University",0,10
"1970",2014-11-01,"W",31,"Cal St.-Sacramento",13,"Missoula, MT","",2014,"Montana","University of Montana-Missoula",1,10
"1971",2014-11-01,"L",27,"Cal Poly-San Luis Obispo",35,"Bozeman, MT","",2014,"Montana St.","Montana State University: Bozeman",0,10
"1972",2014-11-01,"L",3,"Eastern Washington",54,"Grand Forks, ND","",2014,"North Dakota","University of North Dakota",0,10
"1973",2014-11-01,"W",29,"Weber St. (UT)",22,"Flagstaff, AZ","",2014,"Northern Arizona","Northern Arizona University",0,10
"1974",2014-11-01,"W",27,"California-Davis",21,"Greeley, CO","",2014,"Northern Colorado","University of Northern Colorado",0,10
"1975",2014-11-01,"L",13,"Idaho St.",31,"Portland, OR","",2014,"Portland St. (OR)","Portland State University",1,10
"1976",2014-11-01,"L",13,"Montana",31,"Sacramento, CA","",2014,"Cal St.-Sacramento","California State University: Sacramento",0,10
"1977",2014-11-01,"L",21,"Northern Colorado",27,"Davis, CA","",2014,"California-Davis","University of California: Davis",1,10
"1978",2014-11-01,"L",22,"Northern Arizona",29,"Ogden, UT","",2014,"Weber St. (UT)","Weber State University",1,10
"1979",2014-11-01,"W",27,"Monmouth (NJ)",0,"Charleston, SC","",2014,"Charleston Southern (SC)","Charleston Southern University",0,10
"1980",2014-11-01,"W",38,"Gardner-Webb (NC)",14,"Conway, SC","",2014,"Coastal Carolina (SC)","Coastal Carolina University",0,10
"1981",2014-11-01,"L",14,"Coastal Carolina (SC)",38,"Boiling Springs, NC","",2014,"Gardner-Webb (NC)","Gardner-Webb University",1,10
"1982",2014-11-01,"W",28,"Presbyterian (SC)",7,"Lynchburg, VA","",2014,"Liberty (VA)","Liberty University",0,10
"1983",2014-11-01,"L",0,"Charleston Southern (SC)",27,"West Long Branch, NJ","",2014,"Monmouth (NJ)","Monmouth University",1,10
"1984",2014-11-01,"L",7,"Liberty (VA)",28,"Clinton, SC","",2014,"Presbyterian (SC)","Presbyterian College",1,10
"1985",2014-11-01,"L",24,"New Hampshire",49,"Albany, NY","",2014,"SUNY-Albany (NY)","State University of New York at Albany",0,10
"1986",2014-11-01,"W",28,"Rhode Island",13,"Newark, DE","",2014,"Delaware","University of Delaware",1,10
"1987",2014-11-01,"L",19,"Towson (MD)",21,"Elon, NC","",2014,"Elon (NC)","Elon University",0,10
"1988",2014-11-01,"W",31,"William & Mary (VA)",24,"Harrisonburg, VA","",2014,"James Madison (VA)","James Madison University",1,10
"1989",2014-11-01,"W",49,"SUNY-Albany (NY)",24,"Durham, NH","",2014,"New Hampshire","University of New Hampshire",1,10
"1990",2014-11-01,"L",13,"Delaware",28,"Kingston, RI","",2014,"Rhode Island","University of Rhode Island",0,10
"1991",2014-11-01,"W",10,"Villanova (PA)",9,"Richmond, VA","",2014,"Richmond (VA)","University of Richmond",1,10
"1992",2014-11-01,"W",21,"Elon (NC)",19,"Towson, MD","",2014,"Towson (MD)","Towson University",1,10
"1993",2014-11-01,"L",9,"Richmond (VA)",10,"Villanova, PA","",2014,"Villanova (PA)","Villanova University",0,10
"1994",2014-11-01,"L",24,"James Madison (VA)",31,"Williamsburg, VA","",2014,"William & Mary (VA)","College of William and Mary",0,10
"1995",2014-11-01,"W",21,"Pennsylvania",13,"Providence, RI","",2014,"Brown (RI)","Brown University",0,10
"1996",2014-11-01,"L",7,"Yale (CT)",25,"New York, NY","",2014,"Columbia (NY)","Columbia University: Columbia College",1,10
"1997",2014-11-01,"L",27,"Princeton (NJ)",38,"Ithaca, NY","",2014,"Cornell (NY)","Cornell University",1,10
"1998",2014-11-01,"L",12,"Harvard (MA)",23,"Hanover, NH","",2014,"Dartmouth (NH)","Dartmouth College",1,10
"1999",2014-11-01,"W",23,"Dartmouth (NH)",12,"Cambridge, MA","",2014,"Harvard (MA)","Harvard University",0,10
"2000",2014-11-01,"L",13,"Brown (RI)",21,"Philadelphia, PA","",2014,"Pennsylvania","University of Pennsylvania",1,10
"2001",2014-11-01,"W",38,"Cornell (NY)",27,"Princeton, NJ","",2014,"Princeton (NJ)","Princeton University",0,10
"2002",2014-11-01,"W",25,"Columbia (NY)",7,"New Haven, CT","",2014,"Yale (CT)","Yale University",0,10
"2003",2014-11-01,"W",34,"North Carolina Central",20,"Daytona Beach, FL","",2014,"Bethune-Cookman (FL)","Bethune-Cookman College",1,10
"2004",2014-11-01,"L",10,"Howard (DC)",17,"Dover, DE","",2014,"Delaware St.","Delaware State University",0,10
"2005",2014-11-01,"L",10,"Norfolk St. (VA)",12,"Tallahassee, FL","",2014,"Florida A&M","Florida Agricultural and Mechanical University",1,10
"2006",2014-11-01,"L",35,"Morgan St. (MD)",38,"Hampton, VA","",2014,"Hampton (VA)","Hampton University",1,10
"2007",2014-11-01,"W",17,"Delaware St.",10,"Washington, DC","",2014,"Howard (DC)","Howard University",1,10
"2008",2014-11-01,"W",38,"Hampton (VA)",35,"Baltimore, MD","",2014,"Morgan St. (MD)","Morgan State University",0,10
"2009",2014-11-01,"L",20,"Bethune-Cookman (FL)",34,"Durham, NC","",2014,"North Carolina Central","North Carolina Central University",0,10
"2010",2014-11-01,"W",12,"Florida A&M",10,"Norfolk, VA","",2014,"Norfolk St. (VA)","Norfolk State University",0,10
"2011",2014-11-01,"L",7,"South Carolina St.",59,"Savannah, GA","",2014,"Savannah St. (GA)","Savannah State University",0,10
"2012",2014-11-01,"W",59,"Savannah St. (GA)",7,"Orangeburg, SC","",2014,"South Carolina St.","South Carolina State University",1,10
"2013",2014-11-01,"L",28,"Northern Iowa",42,"Normal, IL","",2014,"Illinois St.","Illinois State University",0,10
"2014",2014-11-01,"W",20,"Missouri St.",18,"Terre Haute, IN","",2014,"Indiana St.","Indiana State University",1,10
"2015",2014-11-01,"L",18,"Indiana St.",20,"Springfield, MO","",2014,"Missouri St.","Missouri State University",0,10
"2016",2014-11-01,"W",37,"South Dakota St.",17,"Fargo, ND","",2014,"North Dakota St.","North Dakota State University",1,10
"2017",2014-11-01,"W",42,"Illinois St.",28,"Cedar Falls, IA","",2014,"Northern Iowa","University of Northern Iowa",1,10
"2018",2014-11-01,"L",17,"Youngstown St. (OH)",28,"Vermillion, SD","",2014,"South Dakota","University of South Dakota",0,10
"2019",2014-11-01,"L",17,"North Dakota St.",37,"Brookings, SD","",2014,"South Dakota St.","South Dakota State University",0,10
"2020",2014-11-01,"W",28,"South Dakota",17,"Youngstown, OH","",2014,"Youngstown St. (OH)","Youngstown State University",1,10
"2021",2014-11-01,"W",31,"Central Connecticut St.",3,"Smithfield, RI","",2014,"Bryant (RI)","Bryant College",1,10
"2022",2014-11-01,"L",3,"Bryant (RI)",31,"New Britain, CT","",2014,"Central Connecticut St.","Central Connecticut State University",0,10
"2023",2014-11-01,"W",23,"Wagner (NY)",7,"Fairfield, CT","",2014,"Sacred Heart (CT)","Sacred Heart University",0,10
"2024",2014-11-01,"W",26,"Duquesne (PA)",16,"Loretto, PA","",2014,"Saint Francis (PA)","Saint Francis University",1,10
"2025",2014-11-01,"L",7,"Sacred Heart (CT)",23,"Staten Island, NY","",2014,"Wagner (NY)","Wagner College",1,10
"2026",2014-11-01,"L",0,"Jacksonville St. (AL)",56,"Clarksville, TN","",2014,"Austin Peay St. (TN)","Austin Peay State University",0,10
"2027",2014-11-01,"W",41,"Tennessee Tech",10,"Charleston, IL","",2014,"Eastern Illinois","Eastern Illinois University",0,10
"2028",2014-11-01,"W",56,"Austin Peay St. (TN)",0,"Jacksonville, AL","",2014,"Jacksonville St. (AL)","Jacksonville State University",1,10
"2029",2014-11-01,"L",38,"Tennessee-Martin",62,"Murray, KY","",2014,"Murray St. (KY)","Murray State University",1,10
"2030",2014-11-01,"L",42,"Eastern Kentucky",56,"Nashville, TN","",2014,"Tennessee St.","Tennessee State University",1,10
"2031",2014-11-01,"L",10,"Eastern Illinois",41,"Cookeville, TN","",2014,"Tennessee Tech","Tennessee Technological University",1,10
"2032",2014-11-01,"W",62,"Murray St. (KY)",38,"Martin, TN","",2014,"Tennessee-Martin","University of Tennessee: Martin",0,10
"2033",2014-11-01,"L",13,"Fordham (NY)",37,"Hamilton, NY","",2014,"Colgate (NY)","Colgate University",0,10
"2034",2014-11-01,"W",37,"Colgate (NY)",13,"New York, NY","",2014,"Fordham (NY)","Fordham University",1,10
"2035",2014-11-01,"L",19,"Lehigh (PA)",27,"Washington, DC","",2014,"Georgetown (DC)","Georgetown University",1,10
"2036",2014-11-01,"L",24,"Bucknell (PA)",27,"Easton, PA","",2014,"Lafayette (PA)","Lafayette College",0,10
"2037",2014-11-01,"W",27,"Georgetown (DC)",19,"Bethlehem, PA","",2014,"Lehigh (PA)","Lehigh University",0,10
"2038",2014-11-01,"W",62,"Morehead St. (KY)",52,"Indianapolis, IN","",2014,"Butler (IN)","Butler University",1,10
"2039",2014-11-01,"L",24,"Stetson (FL)",28,"Buies Creek, NC","",2014,"Campbell (NC)","Campbell University",1,10
"2040",2014-11-01,"W",42,"Valparaiso (IN)",19,"Dayton, OH","",2014,"Dayton (OH)","University of Dayton",1,10
"2041",2014-11-01,"L",14,"San Diego (CA)",17,"Des Moines, IA","",2014,"Drake (IA)","Drake University",1,10
"2042",2014-11-01,"L",16,"Marist (NY)",17,"Jacksonville, FL","",2014,"Jacksonville (FL)","Jacksonville University",0,10
"2043",2014-11-01,"W",17,"Jacksonville (FL)",16,"Poughkeepsie, NY","",2014,"Marist (NY)","Marist College",1,10
"2044",2014-11-01,"L",52,"Butler (IN)",62,"Morehead, KY","",2014,"Morehead St. (KY)","Morehead State University",0,10
"2045",2014-11-01,"W",17,"Drake (IA)",14,"San Diego, CA","",2014,"San Diego (CA)","University of San Diego",0,10
"2046",2014-11-01,"W",28,"Campbell (NC)",24,"Deland, FL","",2014,"Stetson (FL)","",0,10
"2047",2014-11-01,"L",19,"Dayton (OH)",42,"Valparaiso, IN","",2014,"Valparaiso (IN)","Valparaiso University",0,10
"2048",2014-11-01,"W",51,"Western Carolina (NC)",0,"Chattanooga, TN","",2014,"Tennessee-Chattanooga","University of Tennessee: Chattanooga",0,10
"2049",2014-11-01,"W",28,"Mercer (GA)",26,"Charleston, SC","",2014,"Citadel (SC)","The Citadel",0,10
"2050",2014-11-01,"L",15,"Virginia Military Institute",31,"Greenville, SC","",2014,"Furman (SC)","Furman University",0,10
"2051",2014-11-01,"L",26,"Citadel (SC)",28,"Macon, GA","",2014,"Mercer (GA)","",1,10
"2052",2014-11-01,"W",31,"Furman (SC)",15,"Lexington, VA","",2014,"Virginia Military Institute","Virginia Military Institute",1,10
"2053",2014-11-01,"L",0,"Tennessee-Chattanooga",51,"Cullowhee, NC","",2014,"Western Carolina (NC)","Western Carolina University",1,10
"2054",2014-11-01,"W",52,"Central Arkansas",35,"Abilene, TX","",2014,"Abilene Christian (TX)","Abilene Christian University",1,10
"2055",2014-11-01,"L",35,"Abilene Christian (TX)",52,"Conway, AR","",2014,"Central Arkansas","University of Central Arkansas",1,10
"2056",2014-11-01,"L",14,"Lamar (TX)",72,"Houston, TX","",2014,"Houston Baptist (TX)","",0,10
"2057",2014-11-01,"W",38,"Nicholls St. (LA)",20,"San Antonio, TX","",2014,"Incarnate Word (TX)","",0,10
"2058",2014-11-01,"W",72,"Houston Baptist (TX)",14,"Beaumont, TX","",2014,"Lamar (TX)","Lamar University",1,10
"2059",2014-11-01,"W",35,"Northwestern St. (LA)",28,"Lake Charles, LA","",2014,"McNeese St. (LA)","McNeese State University",0,10
"2060",2014-11-01,"L",20,"Incarnate Word (TX)",38,"Thibodaux, LA","",2014,"Nicholls St. (LA)","Nicholls State University",1,10
"2061",2014-11-01,"L",28,"McNeese St. (LA)",35,"Natchitoches, LA","",2014,"Northwestern St. (LA)","Northwestern State University",1,10
"2062",2014-11-01,"W",42,"Stephen F. Austin (TX)",28,"Huntsville, TX","",2014,"Sam Houston St. (TX)","Sam Houston State University",1,10
"2063",2014-11-01,"L",28,"Sam Houston St. (TX)",42,"Nacogdoches, TX","",2014,"Stephen F. Austin (TX)","Stephen F. Austin State University",1,10
"2064",2014-11-01,"W",25,"Jackson St. (MS)",14,"Normal, AL","",2014,"Alabama A&M","Alabama Agricultural and Mechanical University",0,10
"2065",2014-11-01,"L",21,"Southern (LA)",28,"Montgomery, AL","",2014,"Alabama St.","Alabama State University",0,10
"2066",2014-11-01,"W",24,"Mississippi Valley St.",14,"Pine Bluff, AR","",2014,"Arkansas-Pine Bluff","University of Arkansas at Pine Bluff",1,10
"2067",2014-11-01,"W",35,"Texas Southern",7,"Grambling, LA","",2014,"Grambling St. (LA)","Grambling State University",0,10
